time,vehicle_id,x,y,x_smoothed,y_smoothed
79,17,-3.6,12.22,18.613333333333333,234.39
79,26,24.37,291.92,18.198333333333334,230.24
79,28,31.11,359.38,17.753333333333334,225.78833333333333
80,17,-3.64,11.84,17.713333333333335,225.38833333333335
80,26,23.14,279.69,17.306666666666665,221.32833333333338
80,28,29.82,346.46,16.866666666666667,216.91833333333332
81,17,-3.64,11.83,16.86,216.85333333333335
81,26,21.88,267.09,16.445,212.715
81,28,28.44,332.66,16.0,208.26166666666666
82,17,-3.64,11.83,16.0,208.26
82,26,20.69,255.16,15.591666666666669,204.17166666666665
82,28,27.04,318.7,15.128333333333332,199.545
83,17,-3.64,11.83,15.128333333333332,199.545
83,26,19.41,242.38,14.716666666666667,195.4266666666667
83,28,25.67,305.01,14.255,190.8183333333333
84,17,-3.64,11.83,14.255,190.81833333333336
84,26,18.15,229.78,13.831666666666669,186.58833333333334
84,28,24.32,291.45,13.378333333333332,182.04666666666665
85,17,-3.64,11.83,13.378333333333332,182.04666666666665
85,26,16.95,217.72,12.968333333333334,177.93666666666664
85,28,23.04,278.62,12.530000000000001,173.53833333333333
86,17,-3.64,11.83,12.530000000000001,173.53833333333333
86,26,15.68,205.05,12.118333333333332,169.41666666666666
86,28,21.72,265.46,11.685,165.085
87,17,-3.84,9.79,11.651666666666666,164.745
87,26,14.46,192.82,11.236666666666666,160.595
87,28,20.32,251.47,10.783333333333333,156.07000000000002
88,17,-4.31,5.17,10.671666666666667,154.96
88,26,13.24,180.69,10.265,150.9
88,28,18.96,237.87,9.805,146.30166666666665
89,17,-4.99,-1.63,9.613333333333335,144.39833333333334
89,26,11.97,167.97,9.198333333333332,140.25666666666666
89,28,17.64,224.65,8.751666666666667,135.78666666666666
90,17,-5.83,-10.11,8.498333333333333,133.23999999999998
90,26,10.74,155.65,8.081666666666665,129.0666666666667
90,28,16.31,211.35,7.640000000000001,124.64666666666666
91,17,-6.87,-20.47,7.326666666666667,121.50666666666666
91,26,9.53,143.51,6.919999999999999,117.42999999999999
91,28,14.96,197.88,6.473333333333334,112.96833333333332
92,17,-8.12,-32.99,6.091666666666666,109.15500000000002
92,26,8.25,130.74,5.676666666666667,105.00333333333333
92,28,13.58,184.05,5.221666666666667,100.45333333333333
93,17,-9.45,-46.31,4.791666666666667,96.14666666666666
93,26,7.02,118.44,4.373333333333334,91.96833333333332
93,28,12.28,171.08,3.926666666666667,87.50166666666667
94,17,-10.84,-60.17,3.4733333333333327,82.97166666666668
94,26,5.73,105.57,3.0533333333333332,78.77666666666667
94,28,10.96,157.82,2.6166666666666667,74.405
95,17,-12.28,-74.6,2.145,69.69
95,26,4.55,93.76,1.7333333333333336,65.57666666666667
95,28,9.6,144.28,1.2866666666666668,61.10999999999999
96,17,-13.72,-88.99,0.806666666666667,56.30666666666667
96,26,3.36,81.84,0.41166666666666657,52.35166666666667
96,28,8.24,130.67,-0.04166666666666696,47.826666666666675
97,17,-15.14,-103.14,-0.5183333333333339,43.070000000000014
97,26,2.1,69.21,-0.9266666666666671,38.97833333333333
97,28,6.95,117.74,-1.3683333333333338,34.55500000000001
98,17,-16.56,-117.41,-1.8416666666666668,29.81833333333334
98,26,0.81,56.32,-2.2666666666666666,25.565
98,28,5.61,104.29,-2.705,21.16833333333334
99,17,-17.91,-130.84,-3.1666666666666665,16.551666666666673
99,26,-0.47,43.5,-3.595,12.266666666666675
99,28,4.29,91.17,-4.038333333333333,7.838333333333343
100,17,-19.23,-144.06,-4.483333333333333,3.3966666666666754
100,26,-1.67,31.55,-4.896666666666667,-0.7316666666666579
100,28,2.95,77.77,-5.34,-5.151666666666659
101,17,-20.58,-157.51,-5.785,-9.596666666666657
101,26,-2.96,18.68,-6.2,-13.733333333333325
101,28,1.63,64.58,-6.6433333333333335,-18.16499999999999
102,17,-22.02,-171.98,-7.108333333333334,-22.818333333333317
102,26,-4.23,5.89,-7.535,-27.094999999999988
102,28,0.34,51.6,-7.97,-31.45666666666665
103,17,-23.36,-185.33,-8.433333333333335,-36.09333333333332
103,26,-5.44,-6.2,-8.846666666666668,-40.23999999999999
103,28,2.22,38.34,-8.748333333333335,-44.613333333333316
104,17,-24.7,-198.78,-9.195,-49.079999999999984
104,26,-6.65,-18.26,-9.598333333333333,-53.10499999999998
104,28,0.93,25.42,-9.5,-57.46833333333331
105,17,-26.07,-212.46,-9.951666666666666,-61.98999999999999
105,26,-7.93,-31.06,-10.366666666666667,-66.13333333333331
105,28,-0.36,12.53,-10.796666666666667,-70.43499999999999
106,17,-27.43,-226.05,-11.251666666666665,-74.97999999999999
106,26,-9.1,-42.77,-11.659999999999998,-79.06499999999998
106,28,-1.7,-0.86,-12.098333333333334,-83.445
107,17,-28.85,-240.23,-12.561666666666667,-88.07333333333332
107,26,-10.34,-55.21,-12.963333333333333,-92.09833333333331
107,28,-3.02,-14.09,-13.406666666666668,-96.53499999999998
108,17,-30.24,-254.17,-13.875,-101.22166666666665
108,26,-11.57,-67.49,-14.286666666666667,-105.34166666666665
108,28,-4.34,-27.33,-14.726666666666667,-109.75333333333333
109,17,-31.61,-267.8,-15.186666666666667,-114.34833333333331
109,26,-12.83,-80.04,-15.601666666666667,-118.48666666666664
109,28,-5.74,-41.27,-16.055,-123.01666666666667
110,17,-32.93,-281.09,-16.503333333333334,-127.50333333333332
110,26,-14.11,-92.87,-16.926666666666666,-131.73333333333332
110,28,-7.08,-54.7,-17.383333333333333,-136.295
111,17,-34.32,-294.98,-17.834999999999997,-140.82499999999996
111,26,-15.38,-105.55,-18.26,-145.07666666666665
111,28,-8.47,-68.61,-18.715,-149.6333333333333
112,17,-35.7,-308.78,-19.17666666666667,-154.2483333333333
112,26,-16.63,-118.05,-19.596666666666668,-158.44499999999996
112,28,-9.76,-81.51,-20.043333333333333,-162.9133333333333
113,17,-37.14,-323.13,-20.513333333333335,-167.605
113,26,-17.82,-130.0,-20.92,-171.67999999999998
113,28,-11.05,-94.4,-21.350000000000005,-175.97833333333332
114,17,-38.57,-337.48,-21.828333333333333,-180.76166666666666
114,26,-19.08,-142.55,-22.236666666666668,-184.845
114,28,-12.35,-107.37,-22.668333333333337,-189.155
115,17,-39.94,-351.14,-23.135,-193.8233333333333
115,26,-20.32,-155.0,-23.551666666666666,-197.98999999999998
115,28,-13.74,-121.31,-24.0,-202.475
116,17,-41.33,-365.04,-24.459999999999997,-207.0683333333333
116,26,-21.6,-167.73,-24.88,-211.265
116,28,-15.07,-134.62,-25.333333333333332,-215.80666666666664
117,17,-42.78,-379.49,-25.80666666666667,-220.53166666666667
117,26,-22.77,-179.44,-26.215,-224.605
117,28,-16.48,-148.69,-26.671666666666667,-229.1683333333333
118,17,-44.14,-393.11,-27.14,-233.84666666666666
118,26,-23.97,-191.47,-27.535,-237.80333333333328
118,28,-17.85,-162.36,-27.998333333333335,-242.42666666666665
119,17,-45.47,-406.43,-28.44666666666667,-246.91666666666666
119,26,-25.15,-203.28,-28.843333333333334,-250.89
119,28,-19.15,-175.43,-29.288333333333338,-255.34666666666666
120,17,-46.92,-420.89,-29.751666666666665,-259.97666666666663
120,26,-26.4,-215.78,-30.156666666666666,-264.0283333333333
120,28,-20.46,-188.53,-30.59166666666667,-268.39
121,17,-48.24,-434.1,-31.05333333333333,-273.00166666666667
121,26,-27.66,-228.33,-31.471666666666664,-277.1766666666667
121,28,-21.78,-201.71,-31.91,-281.5566666666667
122,17,-49.61,-447.78,-32.358333333333334,-286.0383333333333
122,26,-28.94,-241.19,-32.781666666666666,-290.2733333333333
122,28,-23.15,-215.44,-33.230000000000004,-294.75833333333327
123,17,-51.04,-462.14,-33.696666666666665,-299.4316666666667
123,26,-30.16,-253.36,-34.11333333333334,-303.6033333333333
123,28,-24.44,-228.28,-34.556666666666665,-308.03166666666664
124,17,-52.48,-476.57,-35.035,-312.83
124,26,-31.45,-266.25,-35.45333333333333,-317.00666666666666
124,28,-25.77,-241.64,-35.88999999999999,-321.3733333333333
125,17,-53.9,-490.7,-36.36666666666667,-326.1333333333333
125,26,-32.71,-278.82,-36.791666666666664,-330.3766666666666
125,28,-27.13,-255.19,-37.24,-334.8616666666666
126,26,-33.92,-290.89,-34.14666666666667,-303.915
126,28,-28.51,-269.04,-33.656666666666666,-304.37999999999994
127,26,-35.08,-302.57,-35.208333333333336,-314.53499999999997
127,28,-29.87,-282.59,-31.203333333333333,-279.84999999999997
128,26,-36.37,-315.47,-31.813333333333333,-285.9583333333333
128,28,-31.26,-296.5,-32.501666666666665,-292.8433333333333
129,26,-37.56,-327.33,-33.10833333333333,-298.9166666666667
129,28,-32.62,-310.12,-33.79333333333333,-305.7633333333333
130,26,-38.75,-339.26,-34.405,-311.8783333333333
130,28,-33.99,-323.84,-35.09166666666667,-318.75333333333333
131,26,-39.97,-351.46,-35.69166666666667,-324.7516666666666
131,28,-35.3,-336.92,-36.365,-331.4883333333333
132,26,-41.26,-364.33,-36.98166666666667,-337.655
132,28,-36.6,-349.9,-37.645,-344.2849999999999
133,26,-42.48,-376.5,-38.266666666666666,-350.4916666666666
133,28,-37.89,-362.81,-38.916666666666664,-356.9866666666667
134,26,-43.72,-388.95,-39.541666666666664,-363.23499999999996
134,28,-39.18,-375.68,-40.18833333333333,-369.69499999999994
135,26,-44.96,-401.33,-40.805,-375.8616666666666
135,28,-40.54,-389.38,-41.461666666666666,-382.44166666666666
136,26,-46.13,-413.07,-42.07,-388.53666666666663
136,28,-41.88,-402.7,-42.73499999999999,-395.185
137,26,-47.32,-424.97,-43.335,-401.18833333333333
137,28,-43.17,-415.62,-44.0,-407.84499999999997
138,26,-48.59,-437.62,-44.605,-413.8933333333334
138,28,-44.47,-428.68,-45.26,-420.4433333333333
139,26,-49.77,-449.4,-45.86666666666667,-426.4983333333334
139,28,-45.84,-442.36,-46.52666666666667,-433.1083333333333
140,26,-50.99,-461.64,-47.13833333333334,-439.22
140,28,-47.15,-455.41,-47.80166666666667,-445.85166666666663
141,26,-52.26,-474.29,-48.413333333333334,-451.9633333333333
141,28,-48.53,-469.19,-49.09,-458.715
142,26,-53.45,-486.26,-49.70333333333334,-464.85833333333335
142,28,-49.8,-481.98,-50.36333333333334,-471.46166666666664
143,26,-54.69,-498.59,-50.98,-477.61999999999995
143,28,-51.2,-495.96,-51.655,-484.37833333333333
161,70,44.71,495.41,-35.49333333333333,-322.7616666666666
162,70,44.61,494.37,-19.970000000000002,-162.1683333333333
163,70,44.27,490.93,-3.6833333333333336,0.6966666666666962
164,70,43.74,485.65,11.906666666666666,161.96833333333336
165,70,43.0,478.31,28.188333333333333,324.785
166,70,42.03,468.56,43.72666666666667,485.53833333333336
167,70,40.84,456.65,43.08166666666667,479.0783333333334
168,70,39.53,443.62,42.235,470.61999999999995
169,70,38.22,430.43,41.22666666666667,460.5366666666667
170,70,36.9,417.27,40.086666666666666,449.14000000000004
171,70,35.52,403.45,38.84,436.66333333333336
172,70,34.23,390.52,37.54,423.6566666666667
173,70,32.86,376.89,36.21,410.3633333333333
174,70,31.51,363.32,34.873333333333335,396.98
174,76,44.71,495.41,35.955000000000005,407.81
175,70,30.13,349.58,34.82666666666667,396.52833333333336
175,76,44.52,493.44,36.32666666666666,411.5266666666667
176,70,28.74,335.65,35.41166666666667,402.38166666666666
176,76,44.13,489.59,37.29,421.165
177,70,27.44,322.67,36.61166666666667,414.39000000000004
177,76,43.5,483.28,36.410000000000004,412.36833333333334
178,70,26.06,308.84,35.73166666666666,405.5783333333334
178,76,42.72,475.46,35.43166666666667,402.58166666666665
179,70,24.66,294.82,34.75166666666667,395.77666666666664
179,76,41.78,466.08,34.35999999999999,391.85833333333335
180,70,23.35,281.75,33.678333333333335,385.03833333333336
180,76,40.67,454.96,33.20666666666666,380.3183333333334
181,70,21.99,268.11,32.528333333333336,373.53
181,76,39.38,442.03,31.971666666666664,367.9583333333333
182,70,20.59,254.18,31.293333333333333,361.185
182,76,37.93,427.53,30.65166666666667,354.76
183,70,19.24,240.67,29.966666666666665,347.91333333333336
183,76,36.37,412.01,29.25,340.755
184,70,17.9,227.21,28.56833333333333,333.93833333333333
184,76,34.83,396.59,27.81,326.365
185,70,16.57,213.98,27.139999999999997,319.665
185,76,33.37,381.93,26.38,312.065
186,70,15.22,200.41,25.709999999999997,305.35499999999996
186,76,31.8,366.22,24.948333333333334,297.7233333333333
187,70,13.89,187.11,24.28,291.04
187,76,30.29,351.17,23.523333333333337,283.46999999999997
188,70,12.59,174.19,22.86,276.83833333333337
188,76,28.83,336.6,22.103333333333335,269.28333333333336
189,70,11.3,161.26,21.45,262.7583333333334
189,76,27.34,321.69,20.706666666666667,255.3366666666667
190,70,9.9,147.24,20.041666666666668,248.6916666666667
190,76,25.8,306.23,19.293333333333333,241.20166666666668
191,70,8.62,134.47,18.631666666666668,234.58166666666668
191,76,24.25,290.78,17.868333333333336,226.94500000000002
192,70,7.35,121.71,17.209999999999997,220.35333333333335
192,76,22.73,275.58,16.441666666666666,212.66833333333332
193,70,6.03,108.58,15.796666666666665,206.225
193,76,21.2,260.28,15.03,198.56666666666663
194,70,4.69,95.11,14.374999999999998,192.00666666666666
194,76,19.67,244.97,13.611666666666666,184.37166666666667
195,70,3.4,82.26,12.953333333333335,177.79666666666665
195,76,18.15,229.7,12.19,170.15
196,70,2.04,68.66,11.525,163.49666666666667
196,76,16.62,214.48,10.761666666666665,155.86333333333334
197,70,0.7,55.22,10.096666666666666,149.215
197,76,15.1,199.24,9.334999999999999,141.59333333333333
198,70,-0.58,42.4,8.671666666666667,134.95000000000002
198,76,13.56,183.83,7.906666666666666,127.305
199,70,-1.53,32.97,7.3116666666666665,121.35666666666668
199,76,12.05,168.79,6.55,113.74166666666667
200,70,-2.06,27.66,6.09,109.14833333333337
200,76,10.52,153.4,5.326666666666667,101.50833333333337
201,70,-2.14,26.83,5.066666666666667,98.91333333333336
201,76,9.07,138.9,4.318333333333334,91.42500000000003
202,70,-2.15,26.76,4.215,90.39000000000003
202,76,7.57,123.91,3.4683333333333333,82.91000000000003
203,70,-2.15,26.76,3.453333333333333,82.76000000000002
203,76,6.04,108.61,2.706666666666667,75.29500000000002
204,70,-2.15,26.75,2.705,75.28166666666668
204,76,4.48,93.08,1.9400000000000002,67.64500000000002
205,70,-2.22,26.02,1.9283333333333335,67.52166666666669
205,76,2.95,77.78,1.1583333333333334,59.83333333333335
206,70,-2.45,23.68,1.1083333333333334,59.32000000000002
206,76,1.48,63.06,0.34833333333333333,51.72833333333335
207,70,-2.9,19.21,0.22333333333333338,50.471666666666685
207,76,0.41,52.3,-0.455,43.67500000000002
208,70,-3.52,13.03,-0.6716666666666665,41.51000000000001
208,76,-0.39,44.31,-1.2283333333333333,35.93166666666668
209,70,-4.34,4.83,-1.5433333333333332,32.79000000000002
209,76,-1.03,37.93,-1.9616666666666667,28.601666666666688
210,70,-5.36,-5.38,-2.3716666666666666,24.503333333333355
210,76,-1.72,31.03,-2.7266666666666666,20.958333333333353
211,70,-6.54,-17.17,-3.2300000000000004,15.925000000000018
211,76,-2.58,22.39,-3.595,12.271666666666684
212,70,-7.85,-30.26,-4.18,6.423333333333352
212,76,-3.22,16.05,-4.545,2.7766666666666855
213,70,-9.24,-44.14,-5.191666666666666,-3.6833333333333145
213,76,-3.79,10.31,-5.536666666666666,-7.136666666666648
214,70,-10.56,-57.39,-6.206666666666667,-13.83999999999998
214,76,-4.59,2.35,-6.541666666666667,-17.179999999999982
215,70,-11.89,-70.71,-7.215000000000001,-23.921666666666642
215,76,-5.54,-7.13,-7.6016666666666675,-27.784999999999982
216,70,-13.25,-84.23,-8.270000000000001,-34.46666666666665
216,76,-6.68,-18.59,-8.751666666666667,-39.28333333333331
217,70,-14.61,-97.85,-9.426666666666668,-46.02666666666664
217,76,-8.05,-32.3,-10.003333333333332,-51.80166666666664
218,70,-15.94,-111.19,-10.678333333333333,-58.54833333333331
218,76,-9.57,-47.44,-11.35,-65.26666666666664
219,70,-17.3,-124.79,-12.025,-72.02666666666666
219,76,-11.05,-62.25,-12.753333333333336,-79.30333333333331
220,70,-18.59,-137.69,-13.416666666666666,-85.94333333333331
220,76,-12.51,-76.89,-14.159999999999998,-93.37499999999999
221,70,-19.91,-150.85,-14.821666666666667,-99.98499999999997
221,76,-13.97,-91.49,-15.555000000000001,-107.32666666666664
222,70,-21.28,-164.58,-16.218333333333334,-113.95833333333331
222,76,-15.54,-107.15,-16.966666666666665,-121.44166666666665
223,70,-22.61,-177.83,-17.636666666666667,-128.13166666666663
223,76,-17.02,-121.97,-18.388333333333332,-135.64499999999998
224,70,-23.91,-190.85,-19.054999999999996,-142.31166666666664
224,76,-18.58,-137.61,-19.823333333333334,-149.99833333333333
225,70,-25.27,-204.44,-20.488333333333333,-156.64166666666665
225,76,-20.15,-153.25,-21.256666666666664,-164.325
226,70,-26.58,-217.6,-21.918333333333333,-170.9533333333333
226,76,-21.72,-168.98,-22.701666666666668,-178.7883333333333
227,70,-27.86,-230.39,-23.36,-185.37833333333333
227,76,-23.19,-183.65,-24.12833333333333,-193.05166666666662
228,70,-29.15,-243.2,-24.774999999999995,-199.51166666666666
228,76,-24.73,-199.06,-25.53833333333333,-207.14666666666665
229,70,-30.35,-255.28,-26.166666666666668,-213.42666666666665
229,76,-26.26,-214.36,-26.923333333333336,-220.99
230,70,-28.44,-268.3,-27.02,-227.3083333333333
230,76,-27.76,-229.31,-27.781666666666666,-234.91833333333332
231,70,-29.73,-281.24,-27.878333333333334,-241.25833333333333
231,76,-29.23,-244.06,-28.628333333333334,-248.75833333333333
232,70,-31.09,-294.84,-28.75166666666667,-255.3516666666667
232,76,-30.76,-259.34,-29.501666666666665,-262.8483333333333
233,70,-32.38,-307.68,-30.15833333333333,-269.41166666666663
233,76,-32.24,-274.13,-30.905,-276.88166666666666
234,70,-33.76,-321.53,-31.576666666666668,-283.59666666666664
234,76,-33.69,-288.67,-32.32,-291.03166666666664
235,70,-35.1,-334.9,-32.98833333333334,-297.7083333333333
235,76,-35.22,-303.93,-33.73166666666666,-305.14
236,70,-36.39,-347.8,-34.4,-311.82666666666665
236,76,-36.67,-318.46,-35.13833333333333,-319.215
237,70,-37.7,-360.95,-35.795,-325.78499999999997
237,76,-38.18,-333.53,-36.54333333333334,-333.26166666666666
238,70,-39.06,-374.54,-37.20333333333334,-339.8683333333333
238,76,-39.68,-348.5,-37.946666666666665,-347.2966666666666
239,70,-40.46,-388.48,-38.625,-354.07666666666665
239,76,-41.19,-363.63,-39.37833333333333,-361.60499999999996
240,70,-41.76,-401.54,-40.055,-368.36999999999995
240,76,-42.66,-378.33,-40.80166666666667,-375.83666666666664
241,70,-43.15,-415.46,-41.48333333333333,-382.6566666666667
241,76,-44.05,-392.19,-42.211666666666666,-389.93833333333333
242,70,-44.5,-428.94,-42.885,-396.6816666666667
242,76,-45.41,-405.86,-43.58833333333333,-403.71999999999997
243,70,-45.84,-442.34,-44.26833333333334,-410.52
243,76,-46.7,-418.72,-44.94166666666666,-417.2516666666667
244,70,-47.16,-455.51,-45.61000000000001,-423.9266666666667
244,76,-47.92,-430.95,-46.254999999999995,-430.3866666666666
245,70,-48.55,-469.46,-46.93,-437.13999999999993
245,76,-45.98,-443.71,-47.025,-443.44833333333327
246,70,-49.85,-482.48,-47.69333333333333,-450.1383333333333
246,76,-47.42,-458.1,-47.81333333333333,-456.7016666666666
247,70,-51.18,-495.79,-48.48333333333333,-463.41499999999996
247,76,-48.81,-472.03,-48.63166666666666,-470.2616666666666
248,76,-50.12,-485.11,-48.89333333333334,-472.86999999999995
284,124,44.71,495.41,-33.77833333333333,-316.35
285,124,44.49,493.15,-18.054999999999996,-153.74499999999998
286,124,44.07,489.03,-2.806666666666666,4.110000000000014
287,124,43.48,483.09,12.969999999999999,167.25666666666666
288,124,42.72,475.49,28.224999999999998,325.1766666666667
289,124,41.82,466.47,43.54833333333334,483.77333333333337
290,124,40.66,454.92,42.873333333333335,477.0250000000001
291,124,39.54,443.71,42.04833333333333,468.785
292,124,38.32,431.45,41.089999999999996,459.18833333333333
293,124,37.09,419.2,40.025,448.54
294,124,35.92,407.49,38.89166666666667,437.2066666666667
295,124,34.71,395.38,37.70666666666667,425.35833333333335
296,124,33.55,383.8,36.52166666666667,413.50500000000005
297,124,32.37,371.94,35.32666666666666,401.54333333333335
298,124,31.25,360.78,34.14833333333333,389.76500000000004
299,124,30.11,349.35,32.985,378.1233333333334
300,124,28.95,337.8,31.823333333333334,366.5083333333334
301,124,27.84,326.63,30.67833333333333,355.05
302,124,26.65,314.79,29.528333333333332,343.54833333333335
303,124,25.44,302.64,28.373333333333335,331.9983333333334
304,124,24.32,291.41,27.218333333333334,320.4366666666667
305,124,23.08,279.11,26.046666666666667,308.73
306,124,21.87,267.0,24.866666666666664,296.93
307,124,20.73,255.53,23.68166666666667,285.08000000000004
308,124,19.62,244.43,22.51,273.35333333333335
309,124,18.44,232.69,21.343333333333334,261.69500000000005
310,124,17.33,221.52,20.17833333333333,250.0466666666667
311,124,16.1,209.24,19.015,238.40166666666667
312,124,14.99,198.12,17.868333333333332,226.9216666666667
313,124,13.82,186.49,16.71666666666667,215.415
314,124,12.64,174.69,15.553333333333335,203.7916666666667
315,124,11.53,163.5,14.401666666666666,192.26000000000002
316,124,10.37,151.97,13.241666666666667,180.66833333333338
317,124,9.22,140.49,12.094999999999999,169.21000000000004
318,124,8.1,129.22,10.946666666666667,157.7266666666667
319,124,6.89,117.09,9.791666666666666,146.16
320,124,5.73,105.56,8.64,134.63833333333335
321,124,4.62,94.48,7.488333333333333,123.13500000000003
322,124,3.47,82.93,6.338333333333334,111.62833333333334
323,124,2.36,71.79,5.195,100.17833333333336
324,124,1.17,59.9,4.04,88.62500000000001
325,124,-0.06,47.65,2.8816666666666673,77.05166666666669
326,124,-1.22,36.01,1.7233333333333336,65.46000000000002
327,124,-2.45,23.75,0.5449999999999999,53.67166666666669
328,124,-3.67,11.56,-0.6450000000000001,41.77666666666669
329,124,-4.82,0.02,-1.8416666666666668,29.815000000000015
330,124,-5.97,-11.43,-3.0316666666666667,17.926666666666684
331,124,-7.08,-22.58,-4.201666666666667,6.221666666666685
332,124,-8.26,-34.38,-5.375,-5.509999999999981
333,124,-9.46,-46.34,-6.543333333333334,-17.19166666666665
334,124,-10.61,-57.89,-7.7,-28.76666666666665
335,124,-11.76,-69.34,-8.856666666666667,-40.326666666666654
336,124,-12.96,-81.39,-10.021666666666667,-51.98666666666665
337,124,-14.08,-92.54,-11.188333333333333,-63.646666666666654
338,124,-15.3,-104.8,-12.361666666666666,-75.38333333333331
339,124,-16.48,-116.57,-13.531666666666666,-87.08833333333331
340,124,-17.67,-128.49,-14.708333333333334,-98.85499999999998
341,124,-18.8,-139.73,-15.881666666666668,-110.58666666666664
342,124,-20.0,-151.78,-17.055000000000003,-122.31833333333331
343,124,-21.19,-163.62,-18.24,-134.165
344,124,-22.36,-175.35,-19.416666666666668,-145.92333333333332
345,124,-23.56,-187.31,-20.596666666666668,-157.71333333333334
346,124,-24.69,-198.66,-21.766666666666666,-169.40833333333333
347,124,-25.87,-210.47,-22.944999999999997,-181.1983333333333
348,124,-27.0,-221.72,-24.111666666666665,-192.855
349,124,-28.19,-233.68,-25.278333333333336,-204.53166666666664
350,124,-29.36,-245.35,-26.444999999999997,-216.1983333333333
351,124,-30.48,-256.55,-27.598333333333333,-227.73833333333332
352,124,-31.69,-268.69,-28.764999999999997,-239.41
353,124,-32.86,-280.35,-29.930000000000003,-251.05666666666664
354,124,-34.09,-292.66,-31.111666666666668,-262.88
355,124,-35.24,-304.15,-32.28666666666667,-274.625
356,124,-36.35,-315.24,-33.45166666666667,-286.2733333333333
357,124,-37.52,-326.91,-34.62500000000001,-297.99999999999994
358,124,-38.71,-338.84,-35.794999999999995,-309.69166666666666
359,124,-39.93,-351.08,-36.973333333333336,-321.47999999999996
360,124,-41.05,-362.22,-38.13333333333333,-333.0733333333333
360,157,44.71,495.41,-24.808333333333334,-199.8133333333333
